id_number	name	e_mail	phone	b_year	b_mon	b_day	a.x	a.y	profession	risk	age_group	timestamp
123456789012345	demo2_0001	demo2_0001@zju.edu.cn	12345678901	1961	2	11	37	23	2	2	0	0
123456789012346	demo2_0002	demo2_0002@zju.edu.cn	12345678902	1966	2	1	1	42	8	3	1	0
123456789012347	demo2_0003	demo2_0003@zju.edu.cn	12345678903	1954	4	14	10	23	2	1	2	0
123456789012348	demo2_0004	demo2_0004@zju.edu.cn	12345678904	1967	6	26	11	32	6	0	3	0
123456789012349	demo2_0005	demo2_0005@zju.edu.cn	12345678905	1968	3	19	40	43	7	3	4	0
123456789012350	demo2_0006	demo2_0006@zju.edu.cn	12345678906	1959	4	5	17	39	6	3	5	0
123456789012351	demo2_0007	demo2_0007@zju.edu.cn	12345678907	2011	7	6	10	3	3	2	6	0
123456789012352	demo2_0008	demo2_0008@zju.edu.cn	12345678908	1971	1	10	6	28	5	1	7	0
123456789012353	demo2_0009	demo2_0009@zju.edu.cn	12345678909	2012	10	11	4	39	8	2	8	0
123456789012354	demo2_0010	demo2_0010@zju.edu.cn	12345678910	1984	7	22	45	34	8	2	9	0
123456789012355	demo2_0011	demo2_0011@zju.edu.cn	12345678911	1974	2	14	15	40	5	2	10	0
123456789012356	demo2_0012	demo2_0012@zju.edu.cn	12345678912	1953	4	13	29	8	7	0	11	0
123456789012357	demo2_0013	demo2_0013@zju.edu.cn	12345678913	1965	9	5	17	19	3	0	12	0
123456789012358	demo2_0014	demo2_0014@zju.edu.cn	12345678914	1964	1	5	31	6	3	0	13	0
123456789012359	demo2_0015	demo2_0015@zju.edu.cn	12345678915	1968	8	6	26	44	6	0	14	0
123456789012360	demo2_0016	demo2_0016@zju.edu.cn	12345678916	2011	1	27	10	31	3	0	15	0
123456789012361	demo2_0017	demo2_0017@zju.edu.cn	12345678917	1965	8	15	28	11	2	0	16	0
123456789012362	demo2_0018	demo2_0018@zju.edu.cn	12345678918	1994	7	22	7	13	6	1	17	0
123456789012363	demo2_0019	demo2_0019@zju.edu.cn	12345678919	2018	2	16	41	16	3	3	18	0
123456789012364	demo2_0020	demo2_0020@zju.edu.cn	12345678920	1970	5	5	13	23	4	3	19	0
123456789012365	demo2_0021	demo2_0021@zju.edu.cn	12345678921	1957	5	6	9	2	8	0	20	0
123456789012366	demo2_0022	demo2_0022@zju.edu.cn	12345678922	1962	5	15	1	13	6	2	21	0
123456789012367	demo2_0023	demo2_0023@zju.edu.cn	12345678923	2015	8	15	45	34	1	3	22	0
123456789012368	demo2_0024	demo2_0024@zju.edu.cn	12345678924	2011	4	9	11	42	4	3	23	0
123456789012369	demo2_0025	demo2_0025@zju.edu.cn	12345678925	2015	8	26	15	16	8	1	24	0
123456789012370	demo2_0026	demo2_0026@zju.edu.cn	12345678926	1965	8	26	48	24	2	2	25	0
123456789012371	demo2_0027	demo2_0027@zju.edu.cn	12345678927	2018	5	1	5	13	3	1	26	0
123456789012372	demo2_0028	demo2_0028@zju.edu.cn	12345678928	1994	11	17	23	30	1	1	27	0
123456789012373	demo2_0029	demo2_0029@zju.edu.cn	12345678929	1965	10	4	25	13	4	0	28	0
123456789012374	demo2_0030	demo2_0030@zju.edu.cn	12345678930	1963	9	22	5	24	5	0	29	0
123456789012375	demo2_0031	demo2_0031@zju.edu.cn	12345678931	1966	6	28	36	17	5	2	30	0
123456789012376	demo2_0032	demo2_0032@zju.edu.cn	12345678932	2017	5	22	41	3	8	0	31	0
123456789012377	demo2_0033	demo2_0033@zju.edu.cn	12345678933	1952	2	28	4	35	6	2	32	0
123456789012378	demo2_0034	demo2_0034@zju.edu.cn	12345678934	2013	9	22	6	41	6	0	33	0
123456789012379	demo2_0035	demo2_0035@zju.edu.cn	12345678935	1955	10	3	49	2	6	3	34	0
123456789012380	demo2_0036	demo2_0036@zju.edu.cn	12345678936	1987	9	1	25	38	5	2	35	0
123456789012381	demo2_0037	demo2_0037@zju.edu.cn	12345678937	2003	1	28	3	37	5	0	36	0
123456789012382	demo2_0038	demo2_0038@zju.edu.cn	12345678938	1983	5	8	11	35	8	0	37	0
123456789012383	demo2_0039	demo2_0039@zju.edu.cn	12345678939	1988	9	19	19	38	4	2	38	0
123456789012384	demo2_0040	demo2_0040@zju.edu.cn	12345678940	1961	7	16	37	18	2	0	39	0
123456789012385	demo2_0041	demo2_0041@zju.edu.cn	12345678941	1965	5	11	1	42	3	2	40	0
123456789012386	demo2_0042	demo2_0042@zju.edu.cn	12345678942	1988	12	9	3	1	2	3	41	0
123456789012387	demo2_0043	demo2_0043@zju.edu.cn	12345678943	1954	3	16	1	35	7	0	42	0
123456789012388	demo2_0044	demo2_0044@zju.edu.cn	12345678944	1996	10	25	37	7	4	1	43	0
123456789012389	demo2_0045	demo2_0045@zju.edu.cn	12345678945	1985	5	13	19	27	3	2	44	0
123456789012390	demo2_0046	demo2_0046@zju.edu.cn	12345678946	1971	8	20	6	37	3	2	45	0
123456789012391	demo2_0047	demo2_0047@zju.edu.cn	12345678947	1954	6	23	31	11	3	1	46	0
123456789012392	demo2_0048	demo2_0048@zju.edu.cn	12345678948	1965	1	20	46	15	1	3	47	0
123456789012393	demo2_0049	demo2_0049@zju.edu.cn	12345678949	1979	11	26	38	1	2	0	48	0
123456789012394	demo2_0050	demo2_0050@zju.edu.cn	12345678950	1959	4	5	24	41	1	3	49	0
123456789012395	demo2_0051	demo2_0051@zju.edu.cn	12345678951	1971	11	9	33	26	1	1	50	0
123456789012396	demo2_0052	demo2_0052@zju.edu.cn	12345678952	1964	11	1	26	12	4	3	51	0
123456789012397	demo2_0053	demo2_0053@zju.edu.cn	12345678953	1984	1	11	44	42	1	0	52	0
123456789012398	demo2_0054	demo2_0054@zju.edu.cn	12345678954	1975	6	26	49	4	4	2	53	0
123456789012399	demo2_0055	demo2_0055@zju.edu.cn	12345678955	1962	6	22	13	35	4	2	54	0
123456789012400	demo2_0056	demo2_0056@zju.edu.cn	12345678956	1960	7	23	28	23	5	0	55	0
123456789012401	demo2_0057	demo2_0057@zju.edu.cn	12345678957	2003	3	15	18	6	2	3	56	0
123456789012402	demo2_0058	demo2_0058@zju.edu.cn	12345678958	1973	9	2	45	47	3	0	57	0
123456789012403	demo2_0059	demo2_0059@zju.edu.cn	12345678959	1982	7	9	43	45	3	0	58	0
123456789012404	demo2_0060	demo2_0060@zju.edu.cn	12345678960	1985	12	10	11	19	1	2	59	0
