id_number	name	e_mail	phone	b_year	b_mon	b_day	a.x	a.y	profession	risk	age_group	timestamp
723456789012345	demo7_0001	demo7_0001@zju.edu.cn	12345678901	2003	4	13	49	30	5	0	0	0
723456789012346	demo7_0002	demo7_0002@zju.edu.cn	12345678902	1998	10	4	13	6	4	2	1	0
723456789012345	demo7_0003	demo7_0003@zju.edu.cn	12345678903	1954	1	12	27	14	1	0	2	0
723456789012346	demo7_0004	demo7_0004@zju.edu.cn	12345678904	1966	1	1	31	42	7	1	3	0
723456789012345	demo7_0005	demo7_0005@zju.edu.cn	12345678905	1997	6	12	11	11	3	3	4	0
723456789012346	demo7_0006	demo7_0006@zju.edu.cn	12345678906	1966	5	5	2	29	6	2	5	0
723456789012345	demo7_0007	demo7_0007@zju.edu.cn	12345678907	2015	2	11	37	14	3	1	6	0
723456789012346	demo7_0008	demo7_0008@zju.edu.cn	12345678908	2003	7	16	38	13	7	2	7	0
723456789012345	demo7_0009	demo7_0009@zju.edu.cn	12345678909	2006	6	3	11	7	4	0	8	0
723456789012346	demo7_0010	demo7_0010@zju.edu.cn	12345678910	1982	12	25	40	21	8	2	9	0
723456789012345	demo7_0011	demo7_0011@zju.edu.cn	12345678911	1956	1	13	33	41	6	0	10	0
723456789012346	demo7_0012	demo7_0012@zju.edu.cn	12345678912	1973	3	4	45	9	4	0	11	0
723456789012345	demo7_0013	demo7_0013@zju.edu.cn	12345678913	1982	1	8	15	12	4	0	12	0
723456789012346	demo7_0014	demo7_0014@zju.edu.cn	12345678914	1968	1	27	13	34	8	2	13	0
723456789012345	demo7_0015	demo7_0015@zju.edu.cn	12345678915	1957	11	15	34	16	1	3	14	0
723456789012346	demo7_0016	demo7_0016@zju.edu.cn	12345678916	1952	1	14	47	42	3	3	15	0
723456789012345	demo7_0017	demo7_0017@zju.edu.cn	12345678917	1953	5	4	30	4	3	2	16	0
723456789012346	demo7_0018	demo7_0018@zju.edu.cn	12345678918	2014	7	6	4	46	4	3	17	0
723456789012345	demo7_0019	demo7_0019@zju.edu.cn	12345678919	1972	1	28	42	32	3	2	18	0
723456789012346	demo7_0020	demo7_0020@zju.edu.cn	12345678920	1985	10	8	36	3	3	2	19	0
723456789012345	demo7_0021	demo7_0021@zju.edu.cn	12345678921	2012	11	16	50	17	2	0	20	0
723456789012346	demo7_0022	demo7_0022@zju.edu.cn	12345678922	1988	1	15	15	23	5	2	21	0
723456789012345	demo7_0023	demo7_0023@zju.edu.cn	12345678923	1978	8	13	11	17	4	1	22	0
723456789012346	demo7_0024	demo7_0024@zju.edu.cn	12345678924	1991	5	27	26	38	4	0	23	0
723456789012345	demo7_0025	demo7_0025@zju.edu.cn	12345678925	1957	3	6	10	48	6	1	24	0
723456789012346	demo7_0026	demo7_0026@zju.edu.cn	12345678926	1982	12	4	10	37	3	3	25	0
723456789012345	demo7_0027	demo7_0027@zju.edu.cn	12345678927	2001	6	7	19	2	4	1	26	0
723456789012346	demo7_0028	demo7_0028@zju.edu.cn	12345678928	1964	1	18	10	14	1	1	27	0
723456789012345	demo7_0029	demo7_0029@zju.edu.cn	12345678929	1950	2	10	46	33	2	2	28	0
723456789012346	demo7_0030	demo7_0030@zju.edu.cn	12345678930	2011	11	16	19	3	5	0	29	0
723456789012345	demo7_0031	demo7_0031@zju.edu.cn	12345678931	1958	8	3	13	44	4	1	30	0
723456789012346	demo7_0032	demo7_0032@zju.edu.cn	12345678932	1967	2	22	9	11	4	1	31	0
723456789012345	demo7_0033	demo7_0033@zju.edu.cn	12345678933	1970	10	18	31	34	5	1	32	0
723456789012346	demo7_0034	demo7_0034@zju.edu.cn	12345678934	1998	10	7	26	11	2	1	33	0
723456789012345	demo7_0035	demo7_0035@zju.edu.cn	12345678935	2016	3	4	12	13	7	2	34	0
723456789012346	demo7_0036	demo7_0036@zju.edu.cn	12345678936	1999	1	3	4	42	8	0	35	0
723456789012345	demo7_0037	demo7_0037@zju.edu.cn	12345678937	1989	5	10	31	6	2	0	36	0
723456789012346	demo7_0038	demo7_0038@zju.edu.cn	12345678938	1972	2	11	46	39	1	0	37	0
723456789012345	demo7_0039	demo7_0039@zju.edu.cn	12345678939	1989	1	14	21	41	3	2	38	0
723456789012346	demo7_0040	demo7_0040@zju.edu.cn	12345678940	1965	1	27	32	30	1	2	39	0
723456789012345	demo7_0041	demo7_0041@zju.edu.cn	12345678941	1995	4	15	4	48	3	0	40	0
723456789012346	demo7_0042	demo7_0042@zju.edu.cn	12345678942	1975	11	5	45	29	4	2	41	0
723456789012345	demo7_0043	demo7_0043@zju.edu.cn	12345678943	1954	1	28	36	46	5	1	42	0
723456789012346	demo7_0044	demo7_0044@zju.edu.cn	12345678944	1978	11	15	42	45	1	3	43	0
723456789012345	demo7_0045	demo7_0045@zju.edu.cn	12345678945	1952	11	4	30	47	2	2	44	0
723456789012346	demo7_0046	demo7_0046@zju.edu.cn	12345678946	1967	6	8	43	28	1	1	45	0
723456789012345	demo7_0047	demo7_0047@zju.edu.cn	12345678947	1951	6	11	9	47	3	0	46	0
723456789012346	demo7_0048	demo7_0048@zju.edu.cn	12345678948	1961	12	15	16	18	3	3	47	0
723456789012345	demo7_0049	demo7_0049@zju.edu.cn	12345678949	1961	3	25	20	34	6	1	48	0
723456789012346	demo7_0050	demo7_0050@zju.edu.cn	12345678950	1963	4	1	39	43	8	0	49	0
723456789012345	demo7_0051	demo7_0051@zju.edu.cn	12345678951	2002	2	7	30	8	6	2	50	0
723456789012346	demo7_0052	demo7_0052@zju.edu.cn	12345678952	1950	1	26	7	34	3	3	51	0
723456789012345	demo7_0053	demo7_0053@zju.edu.cn	12345678953	2002	8	1	2	27	8	2	52	0
723456789012346	demo7_0054	demo7_0054@zju.edu.cn	12345678954	2001	7	4	9	30	5	3	53	0
723456789012345	demo7_0055	demo7_0055@zju.edu.cn	12345678955	1966	4	5	25	30	2	0	54	0
723456789012346	demo7_0056	demo7_0056@zju.edu.cn	12345678956	2017	12	22	40	19	5	1	55	0
723456789012345	demo7_0057	demo7_0057@zju.edu.cn	12345678957	1968	8	20	19	1	3	0	56	0
723456789012346	demo7_0058	demo7_0058@zju.edu.cn	12345678958	1984	2	25	13	19	3	0	57	0
723456789012345	demo7_0059	demo7_0059@zju.edu.cn	12345678959	2003	11	5	23	13	3	2	58	0
723456789012346	demo7_0060	demo7_0060@zju.edu.cn	12345678960	1971	8	24	42	32	5	1	59	0
