id_number	name	e_mail	phone	b_year	b_mon	b_day	a.x	a.y	profession	risk	age_group	timestamp
623456789012345	demo6_0001	demo6_0001@zju.edu.cn	12345678901	1963	8	9	36	31	4	2	0	0
623456789012346	demo6_0002	demo6_0002@zju.edu.cn	12345678902	1961	6	12	24	14	4	1	1	0
623456789012345	demo6_0003	demo6_0003@zju.edu.cn	12345678903	1950	5	14	49	30	7	1	2	0
623456789012346	demo6_0004	demo6_0004@zju.edu.cn	12345678904	1990	12	13	41	10	8	2	3	0
623456789012345	demo6_0005	demo6_0005@zju.edu.cn	12345678905	1980	4	2	9	30	6	0	4	0
623456789012346	demo6_0006	demo6_0006@zju.edu.cn	12345678906	1981	2	2	1	25	2	0	5	0
623456789012345	demo6_0007	demo6_0007@zju.edu.cn	12345678907	2018	2	4	14	45	8	2	6	0
623456789012346	demo6_0008	demo6_0008@zju.edu.cn	12345678908	1995	8	14	23	26	5	0	7	0
623456789012345	demo6_0009	demo6_0009@zju.edu.cn	12345678909	1962	6	17	50	14	2	2	8	0
623456789012346	demo6_0010	demo6_0010@zju.edu.cn	12345678910	1967	10	17	41	4	6	3	9	0
623456789012345	demo6_0011	demo6_0011@zju.edu.cn	12345678911	1959	3	13	11	38	4	3	10	0
623456789012346	demo6_0012	demo6_0012@zju.edu.cn	12345678912	1973	5	23	44	38	7	3	11	0
623456789012345	demo6_0013	demo6_0013@zju.edu.cn	12345678913	1981	5	12	3	6	3	1	12	0
623456789012346	demo6_0014	demo6_0014@zju.edu.cn	12345678914	1952	12	20	5	14	7	0	13	0
623456789012345	demo6_0015	demo6_0015@zju.edu.cn	12345678915	2000	5	8	12	1	7	0	14	0
623456789012346	demo6_0016	demo6_0016@zju.edu.cn	12345678916	2004	7	4	42	44	5	2	15	0
623456789012345	demo6_0017	demo6_0017@zju.edu.cn	12345678917	1954	2	13	13	40	4	0	16	0
623456789012346	demo6_0018	demo6_0018@zju.edu.cn	12345678918	1951	3	25	11	9	3	0	17	0
623456789012345	demo6_0019	demo6_0019@zju.edu.cn	12345678919	1962	11	1	43	39	1	1	18	0
623456789012346	demo6_0020	demo6_0020@zju.edu.cn	12345678920	1951	1	8	29	5	5	2	19	0
623456789012345	demo6_0021	demo6_0021@zju.edu.cn	12345678921	1955	8	23	43	11	6	2	20	0
623456789012346	demo6_0022	demo6_0022@zju.edu.cn	12345678922	1985	11	5	38	48	4	1	21	0
623456789012345	demo6_0023	demo6_0023@zju.edu.cn	12345678923	1999	10	12	21	15	1	3	22	0
623456789012346	demo6_0024	demo6_0024@zju.edu.cn	12345678924	1955	2	12	48	25	7	2	23	0
623456789012345	demo6_0025	demo6_0025@zju.edu.cn	12345678925	1951	1	9	25	1	2	3	24	0
623456789012346	demo6_0026	demo6_0026@zju.edu.cn	12345678926	1976	5	13	22	42	3	3	25	0
623456789012345	demo6_0027	demo6_0027@zju.edu.cn	12345678927	1968	1	27	47	49	4	0	26	0
623456789012346	demo6_0028	demo6_0028@zju.edu.cn	12345678928	1976	10	23	29	10	5	1	27	0
623456789012345	demo6_0029	demo6_0029@zju.edu.cn	12345678929	1960	2	10	34	12	6	2	28	0
623456789012346	demo6_0030	demo6_0030@zju.edu.cn	12345678930	1960	2	4	30	16	5	2	29	0
623456789012345	demo6_0031	demo6_0031@zju.edu.cn	12345678931	1957	3	20	37	8	5	3	30	0
623456789012346	demo6_0032	demo6_0032@zju.edu.cn	12345678932	1977	6	18	12	37	2	2	31	0
623456789012345	demo6_0033	demo6_0033@zju.edu.cn	12345678933	2000	11	17	12	31	8	2	32	0
623456789012346	demo6_0034	demo6_0034@zju.edu.cn	12345678934	2017	8	7	25	20	6	3	33	0
623456789012345	demo6_0035	demo6_0035@zju.edu.cn	12345678935	1997	4	10	7	50	5	3	34	0
623456789012346	demo6_0036	demo6_0036@zju.edu.cn	12345678936	1962	2	15	44	40	3	1	35	0
623456789012345	demo6_0037	demo6_0037@zju.edu.cn	12345678937	1998	12	6	40	48	4	3	36	0
623456789012346	demo6_0038	demo6_0038@zju.edu.cn	12345678938	1965	1	15	42	20	4	0	37	0
623456789012345	demo6_0039	demo6_0039@zju.edu.cn	12345678939	1989	2	3	20	23	6	0	38	0
623456789012346	demo6_0040	demo6_0040@zju.edu.cn	12345678940	1955	3	1	13	38	1	0	39	0
623456789012345	demo6_0041	demo6_0041@zju.edu.cn	12345678941	1959	9	12	12	39	4	3	40	0
623456789012346	demo6_0042	demo6_0042@zju.edu.cn	12345678942	1988	1	13	15	36	1	0	41	0
623456789012345	demo6_0043	demo6_0043@zju.edu.cn	12345678943	1956	2	9	15	19	2	3	42	0
623456789012346	demo6_0044	demo6_0044@zju.edu.cn	12345678944	1967	5	9	30	45	2	1	43	0
623456789012345	demo6_0045	demo6_0045@zju.edu.cn	12345678945	1977	7	8	32	36	8	3	44	0
623456789012346	demo6_0046	demo6_0046@zju.edu.cn	12345678946	1963	4	23	3	21	8	0	45	0
623456789012345	demo6_0047	demo6_0047@zju.edu.cn	12345678947	1980	8	26	16	33	7	2	46	0
623456789012346	demo6_0048	demo6_0048@zju.edu.cn	12345678948	1953	9	4	40	27	4	3	47	0
623456789012345	demo6_0049	demo6_0049@zju.edu.cn	12345678949	1975	10	15	32	36	1	3	48	0
623456789012346	demo6_0050	demo6_0050@zju.edu.cn	12345678950	1968	7	12	45	21	5	3	49	0
623456789012345	demo6_0051	demo6_0051@zju.edu.cn	12345678951	1954	9	15	24	13	5	0	50	0
623456789012346	demo6_0052	demo6_0052@zju.edu.cn	12345678952	1969	5	5	9	12	8	0	51	0
623456789012345	demo6_0053	demo6_0053@zju.edu.cn	12345678953	1976	9	18	2	18	6	0	52	0
623456789012346	demo6_0054	demo6_0054@zju.edu.cn	12345678954	1957	5	11	36	31	4	3	53	0
623456789012345	demo6_0055	demo6_0055@zju.edu.cn	12345678955	1957	10	23	29	32	8	3	54	0
623456789012346	demo6_0056	demo6_0056@zju.edu.cn	12345678956	2009	1	5	32	46	1	0	55	0
623456789012345	demo6_0057	demo6_0057@zju.edu.cn	12345678957	2001	7	17	25	14	1	0	56	0
623456789012346	demo6_0058	demo6_0058@zju.edu.cn	12345678958	1988	9	18	19	44	6	2	57	0
623456789012345	demo6_0059	demo6_0059@zju.edu.cn	12345678959	1971	3	25	30	17	4	3	58	0
623456789012346	demo6_0060	demo6_0060@zju.edu.cn	12345678960	2004	3	19	12	29	5	1	59	0
