id_number	name	e_mail	phone	b_year	b_mon	b_day	a.x	a.y	profession	risk	age_group	timestamp
323456789012345	demo3_0001	demo3_0001@zju.edu.cn	12345678901	2002	7	10	7	22	7	3	0	0
323456789012346	demo3_0002	demo3_0002@zju.edu.cn	12345678902	1951	4	1	48	4	4	1	1	0
323456789012345	demo3_0003	demo3_0003@zju.edu.cn	12345678903	2010	9	12	15	44	7	3	2	0
323456789012346	demo3_0004	demo3_0004@zju.edu.cn	12345678904	2005	9	26	2	22	2	3	3	0
323456789012345	demo3_0005	demo3_0005@zju.edu.cn	12345678905	1955	5	10	39	16	3	2	4	0
323456789012346	demo3_0006	demo3_0006@zju.edu.cn	12345678906	2018	1	17	45	40	6	2	5	0
323456789012345	demo3_0007	demo3_0007@zju.edu.cn	12345678907	1999	9	3	46	25	1	3	6	0
323456789012346	demo3_0008	demo3_0008@zju.edu.cn	12345678908	1969	1	22	6	15	3	1	7	0
323456789012345	demo3_0009	demo3_0009@zju.edu.cn	12345678909	1958	2	24	37	35	5	2	8	0
323456789012346	demo3_0010	demo3_0010@zju.edu.cn	12345678910	1983	2	11	15	13	8	0	9	0
323456789012345	demo3_0011	demo3_0011@zju.edu.cn	12345678911	2007	10	11	25	16	4	3	10	0
323456789012346	demo3_0012	demo3_0012@zju.edu.cn	12345678912	1962	4	10	3	12	3	3	11	0
323456789012345	demo3_0013	demo3_0013@zju.edu.cn	12345678913	1993	6	19	11	42	7	2	12	0
323456789012346	demo3_0014	demo3_0014@zju.edu.cn	12345678914	1975	8	28	17	35	7	0	13	0
323456789012345	demo3_0015	demo3_0015@zju.edu.cn	12345678915	1986	1	3	37	15	6	1	14	0
323456789012346	demo3_0016	demo3_0016@zju.edu.cn	12345678916	1991	6	8	43	5	6	0	15	0
323456789012345	demo3_0017	demo3_0017@zju.edu.cn	12345678917	1980	7	20	4	49	6	3	16	0
323456789012346	demo3_0018	demo3_0018@zju.edu.cn	12345678918	2005	3	12	35	34	3	0	17	0
323456789012345	demo3_0019	demo3_0019@zju.edu.cn	12345678919	2016	6	27	49	18	4	0	18	0
323456789012346	demo3_0020	demo3_0020@zju.edu.cn	12345678920	1967	1	18	28	6	2	1	19	0
323456789012345	demo3_0021	demo3_0021@zju.edu.cn	12345678921	2017	5	9	27	2	4	2	20	0
323456789012346	demo3_0022	demo3_0022@zju.edu.cn	12345678922	1962	12	23	40	4	2	2	21	0
323456789012345	demo3_0023	demo3_0023@zju.edu.cn	12345678923	2018	11	28	32	50	8	1	22	0
323456789012346	demo3_0024	demo3_0024@zju.edu.cn	12345678924	1963	9	11	3	20	8	3	23	0
323456789012345	demo3_0025	demo3_0025@zju.edu.cn	12345678925	1994	7	15	12	36	2	1	24	0
323456789012346	demo3_0026	demo3_0026@zju.edu.cn	12345678926	1971	8	20	25	12	8	2	25	0
323456789012345	demo3_0027	demo3_0027@zju.edu.cn	12345678927	1956	4	7	29	2	8	0	26	0
323456789012346	demo3_0028	demo3_0028@zju.edu.cn	12345678928	1997	3	28	32	6	3	2	27	0
323456789012345	demo3_0029	demo3_0029@zju.edu.cn	12345678929	1981	12	17	38	9	8	2	28	0
323456789012346	demo3_0030	demo3_0030@zju.edu.cn	12345678930	1965	6	17	29	46	7	2	29	0
323456789012345	demo3_0031	demo3_0031@zju.edu.cn	12345678931	1952	8	27	5	20	6	0	30	0
323456789012346	demo3_0032	demo3_0032@zju.edu.cn	12345678932	1959	8	2	7	35	1	0	31	0
323456789012345	demo3_0033	demo3_0033@zju.edu.cn	12345678933	2017	4	1	36	29	5	0	32	0
323456789012346	demo3_0034	demo3_0034@zju.edu.cn	12345678934	2006	11	27	5	33	6	0	33	0
323456789012345	demo3_0035	demo3_0035@zju.edu.cn	12345678935	1980	4	27	1	43	4	0	34	0
323456789012346	demo3_0036	demo3_0036@zju.edu.cn	12345678936	1995	2	6	41	29	4	1	35	0
323456789012345	demo3_0037	demo3_0037@zju.edu.cn	12345678937	2008	5	16	37	40	8	0	36	0
323456789012346	demo3_0038	demo3_0038@zju.edu.cn	12345678938	1968	11	6	40	28	7	2	37	0
323456789012345	demo3_0039	demo3_0039@zju.edu.cn	12345678939	1963	11	12	26	50	4	1	38	0
323456789012346	demo3_0040	demo3_0040@zju.edu.cn	12345678940	1977	10	26	28	28	2	1	39	0
323456789012345	demo3_0041	demo3_0041@zju.edu.cn	12345678941	2021	4	23	2	23	8	1	40	0
323456789012346	demo3_0042	demo3_0042@zju.edu.cn	12345678942	2010	6	4	17	2	1	0	41	0
323456789012345	demo3_0043	demo3_0043@zju.edu.cn	12345678943	2003	1	14	6	26	8	1	42	0
323456789012346	demo3_0044	demo3_0044@zju.edu.cn	12345678944	1950	2	10	2	44	8	1	43	0
323456789012345	demo3_0045	demo3_0045@zju.edu.cn	12345678945	2016	5	11	7	27	5	1	44	0
323456789012346	demo3_0046	demo3_0046@zju.edu.cn	12345678946	1997	3	14	37	50	8	2	45	0
323456789012345	demo3_0047	demo3_0047@zju.edu.cn	12345678947	1968	3	11	19	5	4	0	46	0
323456789012346	demo3_0048	demo3_0048@zju.edu.cn	12345678948	1955	12	9	25	36	4	3	47	0
323456789012345	demo3_0049	demo3_0049@zju.edu.cn	12345678949	1990	3	18	3	38	1	3	48	0
323456789012346	demo3_0050	demo3_0050@zju.edu.cn	12345678950	1950	12	22	22	14	8	2	49	0
323456789012345	demo3_0051	demo3_0051@zju.edu.cn	12345678951	1969	10	2	25	50	6	2	50	0
323456789012346	demo3_0052	demo3_0052@zju.edu.cn	12345678952	1994	9	6	23	25	3	0	51	0
323456789012345	demo3_0053	demo3_0053@zju.edu.cn	12345678953	1955	7	5	35	22	6	2	52	0
323456789012346	demo3_0054	demo3_0054@zju.edu.cn	12345678954	1965	8	21	8	38	1	0	53	0
323456789012345	demo3_0055	demo3_0055@zju.edu.cn	12345678955	2019	3	13	20	2	7	0	54	0
323456789012346	demo3_0056	demo3_0056@zju.edu.cn	12345678956	2003	4	10	25	1	6	1	55	0
323456789012345	demo3_0057	demo3_0057@zju.edu.cn	12345678957	1991	6	9	37	32	4	0	56	0
323456789012346	demo3_0058	demo3_0058@zju.edu.cn	12345678958	1964	4	4	7	23	8	0	57	0
323456789012345	demo3_0059	demo3_0059@zju.edu.cn	12345678959	1954	6	2	41	15	3	1	58	0
323456789012346	demo3_0060	demo3_0060@zju.edu.cn	12345678960	1969	8	24	5	3	8	0	59	0
