id_number	name	e_mail	phone	b_year	b_mon	b_day	a.x	a.y	profession	risk	age_group	timestamp
423456789012345	demo4_0001	demo4_0001@zju.edu.cn	12345678901	1996	9	13	38	45	1	2	0	0
423456789012346	demo4_0002	demo4_0002@zju.edu.cn	12345678902	1968	3	20	28	37	1	1	1	0
423456789012345	demo4_0003	demo4_0003@zju.edu.cn	12345678903	2006	8	10	29	42	8	3	2	0
423456789012346	demo4_0004	demo4_0004@zju.edu.cn	12345678904	2018	2	16	19	5	4	2	3	0
423456789012345	demo4_0005	demo4_0005@zju.edu.cn	12345678905	1950	12	11	23	32	6	2	4	0
423456789012346	demo4_0006	demo4_0006@zju.edu.cn	12345678906	1984	12	15	15	10	6	3	5	0
423456789012345	demo4_0007	demo4_0007@zju.edu.cn	12345678907	1989	4	8	35	31	7	1	6	0
423456789012346	demo4_0008	demo4_0008@zju.edu.cn	12345678908	2002	7	18	21	43	7	0	7	0
423456789012345	demo4_0009	demo4_0009@zju.edu.cn	12345678909	1971	7	26	32	18	4	0	8	0
423456789012346	demo4_0010	demo4_0010@zju.edu.cn	12345678910	2021	7	6	7	32	3	3	9	0
423456789012345	demo4_0011	demo4_0011@zju.edu.cn	12345678911	2013	9	8	32	35	6	0	10	0
423456789012346	demo4_0012	demo4_0012@zju.edu.cn	12345678912	2007	4	8	44	14	3	1	11	0
423456789012345	demo4_0013	demo4_0013@zju.edu.cn	12345678913	1983	2	9	1	4	5	1	12	0
423456789012346	demo4_0014	demo4_0014@zju.edu.cn	12345678914	2021	10	23	24	48	1	1	13	0
423456789012345	demo4_0015	demo4_0015@zju.edu.cn	12345678915	1964	12	3	29	34	5	2	14	0
423456789012346	demo4_0016	demo4_0016@zju.edu.cn	12345678916	1972	4	15	9	21	5	0	15	0
423456789012345	demo4_0017	demo4_0017@zju.edu.cn	12345678917	1951	8	16	26	4	5	0	16	0
423456789012346	demo4_0018	demo4_0018@zju.edu.cn	12345678918	1961	4	4	44	20	5	2	17	0
423456789012345	demo4_0019	demo4_0019@zju.edu.cn	12345678919	1994	1	25	35	13	1	0	18	0
423456789012346	demo4_0020	demo4_0020@zju.edu.cn	12345678920	1971	5	28	8	45	1	3	19	0
423456789012345	demo4_0021	demo4_0021@zju.edu.cn	12345678921	1965	1	4	22	45	7	1	20	0
423456789012346	demo4_0022	demo4_0022@zju.edu.cn	12345678922	1957	10	10	24	10	2	0	21	0
423456789012345	demo4_0023	demo4_0023@zju.edu.cn	12345678923	1998	9	4	45	1	3	1	22	0
423456789012346	demo4_0024	demo4_0024@zju.edu.cn	12345678924	1993	8	28	43	20	7	1	23	0
423456789012345	demo4_0025	demo4_0025@zju.edu.cn	12345678925	1970	2	4	36	45	2	1	24	0
423456789012346	demo4_0026	demo4_0026@zju.edu.cn	12345678926	2016	5	1	18	44	6	1	25	0
423456789012345	demo4_0027	demo4_0027@zju.edu.cn	12345678927	1994	5	11	27	34	5	3	26	0
423456789012346	demo4_0028	demo4_0028@zju.edu.cn	12345678928	2008	3	8	17	24	3	0	27	0
423456789012345	demo4_0029	demo4_0029@zju.edu.cn	12345678929	1969	9	10	9	24	5	0	28	0
423456789012346	demo4_0030	demo4_0030@zju.edu.cn	12345678930	1992	6	14	44	7	6	3	29	0
423456789012345	demo4_0031	demo4_0031@zju.edu.cn	12345678931	1995	9	12	2	39	4	1	30	0
423456789012346	demo4_0032	demo4_0032@zju.edu.cn	12345678932	1961	9	27	11	10	8	0	31	0
423456789012345	demo4_0033	demo4_0033@zju.edu.cn	12345678933	1987	1	2	37	7	7	3	32	0
423456789012346	demo4_0034	demo4_0034@zju.edu.cn	12345678934	2021	1	7	5	30	4	0	33	0
423456789012345	demo4_0035	demo4_0035@zju.edu.cn	12345678935	1985	3	6	27	20	8	3	34	0
423456789012346	demo4_0036	demo4_0036@zju.edu.cn	12345678936	2006	6	19	8	44	6	3	35	0
423456789012345	demo4_0037	demo4_0037@zju.edu.cn	12345678937	1966	8	14	18	29	6	2	36	0
423456789012346	demo4_0038	demo4_0038@zju.edu.cn	12345678938	2005	11	9	18	35	8	3	37	0
423456789012345	demo4_0039	demo4_0039@zju.edu.cn	12345678939	1973	7	4	42	48	4	3	38	0
423456789012346	demo4_0040	demo4_0040@zju.edu.cn	12345678940	1971	9	27	5	17	2	2	39	0
423456789012345	demo4_0041	demo4_0041@zju.edu.cn	12345678941	1990	1	13	42	50	7	2	40	0
423456789012346	demo4_0042	demo4_0042@zju.edu.cn	12345678942	2017	7	10	35	46	2	3	41	0
423456789012345	demo4_0043	demo4_0043@zju.edu.cn	12345678943	2011	9	18	45	32	1	0	42	0
423456789012346	demo4_0044	demo4_0044@zju.edu.cn	12345678944	1952	2	15	46	24	7	1	43	0
423456789012345	demo4_0045	demo4_0045@zju.edu.cn	12345678945	1998	8	11	34	40	2	3	44	0
423456789012346	demo4_0046	demo4_0046@zju.edu.cn	12345678946	1950	1	3	28	50	4	0	45	0
423456789012345	demo4_0047	demo4_0047@zju.edu.cn	12345678947	1965	11	10	36	8	1	2	46	0
423456789012346	demo4_0048	demo4_0048@zju.edu.cn	12345678948	1987	11	3	47	11	1	0	47	0
423456789012345	demo4_0049	demo4_0049@zju.edu.cn	12345678949	2009	3	22	16	11	2	3	48	0
423456789012346	demo4_0050	demo4_0050@zju.edu.cn	12345678950	1951	2	6	8	29	3	2	49	0
423456789012345	demo4_0051	demo4_0051@zju.edu.cn	12345678951	1989	4	4	45	35	4	3	50	0
423456789012346	demo4_0052	demo4_0052@zju.edu.cn	12345678952	1973	10	5	42	45	8	0	51	0
423456789012345	demo4_0053	demo4_0053@zju.edu.cn	12345678953	2020	5	27	46	24	4	0	52	0
423456789012346	demo4_0054	demo4_0054@zju.edu.cn	12345678954	2006	3	16	10	24	5	3	53	0
423456789012345	demo4_0055	demo4_0055@zju.edu.cn	12345678955	1960	10	4	22	8	3	1	54	0
423456789012346	demo4_0056	demo4_0056@zju.edu.cn	12345678956	1999	2	23	22	37	2	2	55	0
423456789012345	demo4_0057	demo4_0057@zju.edu.cn	12345678957	1955	6	9	50	14	4	3	56	0
423456789012346	demo4_0058	demo4_0058@zju.edu.cn	12345678958	2009	11	14	28	15	7	2	57	0
423456789012345	demo4_0059	demo4_0059@zju.edu.cn	12345678959	1976	10	20	33	23	4	3	58	0
423456789012346	demo4_0060	demo4_0060@zju.edu.cn	12345678960	2020	5	9	7	38	4	0	59	0
